+-----------+------------------------------+-----------------+-------------+-------------------------------------------------------+
| career_id | career_name                  | roadmap_step_id | step_number | step_name                                             |
|             103 |          57 | documentation     |              1 |
|             103 |         177 | video             |              1 |
|             104 |          58 | documentation     |              1 |
|             104 |         177 | video             |              1 |
|             105 |          27 | documentation     |              1 |
|             105 |         113 | documentation     |              2 |
|             105 |         178 | video             |              1 |
|             105 |         114 | video             |              2 |
|             106 |          61 | documentation     |              1 |
|             106 |          54 | documentation     |              2 |
|             106 |         143 | video             |              1 |
|             106 |         144 | video             |              2 |
|             107 |          27 | documentation     |              1 |
|             107 |          55 | documentation     |              2 |
|             107 |          56 | documentation     |              3 |
|             107 |         147 | video             |              1 |
|             108 |          58 | documentation     |              1 |
|             108 |         178 | video             |              1 |
|             109 |          28 | documentation     |              1 |
|             109 |          29 | documentation     |              2 |
|             109 |         105 | video             |              1 |
|             109 |         146 | video             |              2 |
|             110 |          57 | documentation     |              1 |
|             110 |         177 | video             |              1 |
|             111 |          58 | documentation     |              1 |
|             111 |         177 | video             |              1 |
|             112 |          27 | documentation     |              1 |
|             112 |         113 | documentation     |              2 |
|             112 |         178 | video             |              1 |
|             112 |         114 | video             |              2 |
|             113 |          61 | documentation     |              1 |
|             113 |          54 | documentation     |              2 |
|             113 |         143 | video             |              1 |
|             113 |         144 | video             |              2 |
|             114 |          27 | documentation     |              1 |
|             114 |          55 | documentation     |              2 |
|             114 |          56 | documentation     |              3 |
|             114 |         147 | video             |              1 |
|             115 |          28 | documentation     |              1 |
|             115 |          29 | documentation     |              2 |
|             115 |         105 | video             |              1 |
|             115 |         146 | video             |              2 |
|             116 |          57 | documentation     |              1 |
|             116 |         135 | documentation     |              2 |
|             116 |         177 | video             |              1 |
|             116 |         148 | video             |              2 |
|             117 |          60 | documentation     |              1 |
|             117 |         169 | documentation     |              2 |
|             117 |         149 | video             |              1 |
|             117 |         175 | video             |              2 |
|             118 |          58 | documentation     |              1 |
|             118 |         177 | video             |              1 |
|             119 |          27 | documentation     |              1 |
|             119 |         113 | documentation     |              2 |
|             119 |         178 | video             |              1 |
|             119 |         114 | video             |              2 |
|             120 |          63 | documentation     |              1 |
|             120 |         180 | video             |              1 |
|             121 |          62 | documentation     |              1 |
|             121 |         180 | video             |              1 |
|             122 |          63 | documentation     |              1 |
|             122 |         180 | video             |              1 |
|             123 |          62 | documentation     |              1 |
|             123 |         181 | video             |              1 |
|             124 |          63 | documentation     |              1 |
|             124 |         179 | documentation     |              2 |
|             124 |         182 | video             |              1 |
|             125 |           1 | documentation     |              1 |
|             125 |         107 | video             |              1 |
|             126 |         113 | documentation     |              1 |
|             126 |         114 | video             |              1 |
|             127 |          65 | documentation     |              1 |
|             127 |         181 | video             |             99 |
|             128 |          66 | documentation     |              1 |
|             128 |         183 | video             |              1 |
|             129 |          64 | documentation     |              1 |
|             129 |         199 | video             |             99 |
|             130 |          62 | documentation     |              1 |
|             130 |         180 | video             |              1 |
|             130 |         181 | video             |              2 |
|             131 |          66 | documentation     |              1 |
|             131 |         183 | video             |              1 |
|             132 |           1 | documentation     |              1 |
|             132 |         107 | video             |              1 |
|             133 |         113 | documentation     |              1 |
|             133 |         114 | video             |              1 |
|             134 |          63 | documentation     |              1 |
|             134 |          65 | documentation     |              2 |
|             134 |         180 | video             |              1 |
|             135 |          62 | documentation     |              1 |
|             135 |         180 | video             |              1 |
|             136 |          66 | documentation     |              1 |
|             136 |          64 | documentation     |              2 |
|             136 |         183 | video             |              1 |
|             137 |          62 | documentation     |              1 |
|             137 |         181 | video             |              1 |
|             138 |          63 | documentation     |              1 |
|             138 |         179 | documentation     |              2 |
|             138 |         182 | video             |              1 |
|             139 |           1 | documentation     |              1 |
|             139 |         107 | video             |              1 |
|             140 |         113 | documentation     |              1 |
|             140 |         114 | video             |              1 |
|             141 |          73 | Course            |              2 |
|             141 |          74 | Course            |              3 |
|             141 |          84 | Course            |              4 |
|             141 |          71 | Documentation     |              1 |
|             141 |         200 | video             |             99 |
|             142 |          66 | documentation     |              1 |
|             142 |         187 | documentation     |              1 |
|             142 |         183 | video             |              2 |
|             143 |          78 | documentation     |              1 |
|             143 |          86 | documentation     |              2 |
|             143 |         201 | video             |             99 |
|             144 |         185 | documentation     |              1 |
|             144 |         200 | video             |             99 |
|             145 |         186 | documentation     |              1 |
|             145 |         202 | video             |             99 |
|             146 |           1 | documentation     |              1 |
|             146 |         107 | video             |              2 |
|             147 |          73 | documentation     |              1 |
|             147 |         113 | documentation     |              1 |
|             147 |          74 | documentation     |              2 |
|             147 |         114 | video             |              2 |
|             148 |          75 | documentation     |              1 |
|             148 |         203 | video             |             99 |
|             149 |         140 | documentation     |              1 |
|             149 |           9 | documentation     |              3 |
|             149 |         164 | video             |              2 |
|             149 |         102 | video             |              4 |
|             150 |          75 | documentation     |              1 |
|             150 |         203 | video             |             99 |
|             151 |          78 | documentation     |              1 |
|             151 |          86 | documentation     |              2 |
|             151 |         201 | video             |             99 |
|             152 |          76 | documentation     |              1 |
|             152 |          43 | documentation     |              3 |
|             152 |         142 | documentation     |              4 |
|             152 |         166 | video             |              2 |
|             152 |         162 | video             |              5 |
|             153 |           1 | documentation     |              1 |
|             153 |         107 | video             |              2 |
|             154 |         113 | documentation     |              1 |
|             154 |         193 | documentation     |              1 |
|             154 |         114 | video             |              2 |
|             155 |          79 | documentation     |              1 |
|             155 |          80 | documentation     |              2 |
|             155 |         204 | video             |             99 |
|             156 |         188 | documentation     |              1 |
|             156 |          79 | documentation     |              2 |
|             156 |         205 | video             |             99 |
|             157 |          82 | documentation     |              1 |
|             157 |          80 | documentation     |              2 |
|             157 |         206 | video             |             99 |
|             158 |          79 | documentation     |              1 |
|             158 |          81 | documentation     |              2 |
|             158 |         207 | video             |             99 |
|             159 |          80 | documentation     |              1 |
|             159 |         208 | video             |             99 |
|             160 |           1 | documentation     |              1 |
|             160 |         107 | video             |              2 |
|             161 |          79 | documentation     |              1 |
|             161 |         113 | documentation     |              1 |
|             161 |          80 | documentation     |              2 |
|             161 |          82 | documentation     |              3 |
|             161 |         114 | video             |              2 |
|             162 |          83 | documentation     |              1 |
|             162 |          72 | documentation     |              2 |
|             162 |         209 | video             |             99 |
|             163 |          78 | documentation     |              1 |
|             163 |          86 | documentation     |              2 |
|             163 |         201 | video             |             99 |
|             164 |         189 | documentation     |              1 |
|             164 |         209 | video             |             99 |
|             165 |          83 | documentation     |              1 |
|             165 |         209 | video             |             99 |
|             166 |         190 | documentation     |              1 |
|             166 |         191 | documentation     |              2 |
|             166 |         192 | documentation     |              3 |
|             166 |         210 | video             |             99 |
|             167 |           1 | documentation     |              1 |
|             167 |         107 | video             |              2 |
|             168 |         113 | documentation     |              1 |
|             168 |         194 | documentation     |              1 |
|             168 |          72 | documentation     |              2 |
|             168 |         114 | video             |              2 |
+-----------------+-------------+-------------------+----------------+
